clusterid,startdate,tweetcount,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
0,2017-06-01 00:40:01,22,2.759323439889608,0.02299436199908007,0.02299436199908007,2.5293798198988076,0.02299436199908007,0.02299436199908007,0.02299436199908007,3.679097919852811
1,2017-06-05 21:25:16,42,0.03531986680270766,0.03531986680270766,0.03531986680270766,0.03531986680270766,0.03531986680270766,0.03531986680270766,0.03531986680270766,10.595960040812297
2,2017-06-14 02:53:45,10,0.1620133580705009,0.1620133580705009,0.1620133580705009,0.1620133580705009,0.1620133580705009,0.1620133580705009,0.1620133580705009,11.340935064935064
3,2017-06-16 12:23:08,18,0.07316265042172071,0.07316265042172071,0.07316265042172071,0.07316265042172071,0.07316265042172071,0.07316265042172071,0.07316265042172071,10.242771059040901
4,2017-06-19 20:35:37,13,0.04951339001907183,0.04951339001907183,0.04951339001907183,0.04951339001907183,3.9610712015257463,0.04951339001907183,0.04951339001907183,4.456205101716464
5,2017-06-21 02:41:23,22,0.05332166835160848,0.05332166835160848,0.05332166835160848,0.05332166835160848,0.05332166835160848,0.05332166835160848,0.05332166835160848,8.531466936257358
6,2017-06-25 12:00:37,24,2.734879966887417,0.015193777593818984,0.015193777593818984,2.279066639072848,0.015193777593818984,1.975191087196468,0.015193777593818984,2.127128863134658
7,2017-06-28 20:19:38,27,0.023964866718570413,3.834378674971266,0.023964866718570413,0.023964866718570413,4.313676009342674,0.023964866718570413,0.023964866718570413,5.032622010899786
8,2017-07-01 13:20:35,12,0.07014224955377064,0.07014224955377064,0.07014224955377064,5.61137996430165,0.07014224955377064,0.07014224955377064,0.07014224955377064,5.61137996430165
9,2017-07-03 14:00:21,19,0.04050193542155785,0.04050193542155785,0.04050193542155785,0.04050193542155785,5.670270959018097,0.04050193542155785,0.04050193542155785,5.265251604802519
10,2017-07-07 07:40:42,33,0.021704677392419172,0.021704677392419172,0.021704677392419172,0.021704677392419172,0.021704677392419172,3.2557016088628754,0.021704677392419172,4.775029026332218
11,2017-07-11 12:23:45,34,0.014876260336268802,2.9752520672537597,0.014876260336268802,0.014876260336268802,3.570302480704512,0.014876260336268802,0.014876260336268802,3.7190650840672
12,2017-07-16 03:04:47,23,0.035920208076528765,0.035920208076528765,0.035920208076528765,0.035920208076528765,5.028829130714026,0.035920208076528765,0.035920208076528765,7.184041615305752
13,2017-07-21 15:28:38,33,0.03744814812262637,0.03744814812262637,0.03744814812262637,0.03744814812262637,0.03744814812262637,0.03744814812262637,0.03744814812262637,9.362037030656591
14,2017-07-25 10:27:47,28,0.0209319692797754,3.5584347775618177,0.0209319692797754,0.0209319692797754,3.5584347775618177,0.0209319692797754,0.0209319692797754,3.7677544703595713
15,2017-07-27 19:08:58,13,0.05376886757438868,4.839198081694981,0.05376886757438868,0.05376886757438868,0.05376886757438868,0.05376886757438868,0.05376886757438868,4.839198081694981
16,2017-07-29 11:20:29,25,0.02199001665880874,3.078602332233223,0.02199001665880874,0.02199001665880874,3.518402665409398,0.02199001665880874,0.02199001665880874,4.398003331761747
17,2017-08-03 12:05:07,67,0.008448933312933652,3.2950839920441246,0.008448933312933652,0.008448933312933652,3.2105946589147885,0.008448933312933652,0.008448933312933652,4.562423988984173
18,2017-08-10 23:51:36,36,0.02348718473438204,4.227693252188766,0.02348718473438204,0.02348718473438204,0.02348718473438204,0.02348718473438204,0.02348718473438204,6.10666803093933
19,2017-08-16 10:18:14,16,0.0554709373622134,0.0554709373622134,0.0554709373622134,0.0554709373622134,5.54709373622134,0.0554709373622134,0.0554709373622134,6.101803109843474
20,2017-08-17 13:15:58,16,0.060316008113201994,0.060316008113201994,0.060316008113201994,0.060316008113201994,0.060316008113201994,0.060316008113201994,0.060316008113201994,8.44424113584828
21,2017-08-19 17:47:26,57,0.01084637226444285,0.01084637226444285,0.01084637226444285,0.01084637226444285,4.121621460488282,0.01084637226444285,0.01084637226444285,5.0977949642881395
22,2017-08-27 12:59:56,21,0.03267607786357787,0.03267607786357787,0.03267607786357787,4.5746509009009015,0.03267607786357787,0.03267607786357787,0.03267607786357787,4.90141167953668
23,2017-08-30 19:38:41,38,0.01500453501841062,2.700816303313911,0.01500453501841062,0.01500453501841062,3.451043054234442,0.01500453501841062,0.01500453501841062,4.501360505523185
24,2017-09-06 23:20:48,52,0.012439474513830671,0.012439474513830671,0.012439474513830671,0.012439474513830671,4.353816079840734,0.012439474513830671,0.012439474513830671,5.473368786085495
25,2017-09-14 19:31:55,15,0.09100529799418687,0.09100529799418687,0.09100529799418687,0.09100529799418687,0.09100529799418687,0.09100529799418687,0.09100529799418687,10.010582779360556
26,2017-09-15 23:54:00,12,0.04244533096926715,0.04244533096926715,0.04244533096926715,0.04244533096926715,2.546719858156029,0.04244533096926715,3.3956264775413714,3.820079787234043
27,2017-09-17 13:03:32,14,0.05854424402504365,0.05854424402504365,0.05854424402504365,0.05854424402504365,5.854424402504364,0.05854424402504365,0.05854424402504365,7.025309283005237
28,2017-09-20 01:19:00,12,0.058891463877217554,0.058891463877217554,0.058891463877217554,0.058891463877217554,3.533487832633053,0.058891463877217554,0.058891463877217554,4.122402471405229
29,2017-09-20 11:03:31,28,0.019344054314639238,3.0950486903422783,0.019344054314639238,0.019344054314639238,4.06225140607424,0.019344054314639238,0.019344054314639238,5.029454121806202
30,2017-09-23 10:42:42,16,2.2932150881597697,2.2932150881597697,0.025480167646219666,2.2932150881597697,2.8028184410841632,0.025480167646219666,0.025480167646219666,2.5480167646219662
