clusterid,startdate,tweetcount,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
24,2017-05-13 09:28:21,10,0.0875409090909091,5.252454545454546,0.0875409090909091,0.0875409090909091,4.3770454545454545,0.0875409090909091,0.0875409090909091,4.3770454545454545
25,2017-05-16 19:29:45,10,0.07455110062893083,3.727555031446542,0.07455110062893083,0.07455110062893083,0.07455110062893083,0.07455110062893083,0.07455110062893083,3.727555031446542
26,2017-05-19 03:40:57,10,0.07179609375000003,2.871843750000001,0.07179609375000003,0.07179609375000003,0.07179609375000003,0.07179609375000003,0.07179609375000003,3.589804687500001
27,2017-05-20 23:32:08,10,0.06141762853692203,3.0708814268461015,0.06141762853692203,2.4567051414768812,0.06141762853692203,2.4567051414768812,0.06141762853692203,3.0708814268461015
28,2017-05-22 15:06:33,10,0.10393117816091955,5.1965589080459775,0.10393117816091955,0.10393117816091955,0.10393117816091955,0.10393117816091955,0.10393117816091955,6.235870689655174
29,2017-05-25 15:35:08,10,0.07780158730158732,0.07780158730158732,0.07780158730158732,0.07780158730158732,3.890079365079365,0.07780158730158732,0.07780158730158732,5.446111111111112
30,2017-05-28 00:44:57,10,0.06575823754789274,2.6303295019157096,0.06575823754789274,0.06575823754789274,3.2879118773946368,2.6303295019157096,0.06575823754789274,2.6303295019157096
31,2017-06-04 18:36:26,10,0.18279787234042563,7.3119148936170255,0.18279787234042563,0.18279787234042563,0.18279787234042563,0.18279787234042563,0.18279787234042563,0.18279787234042563
32,2017-06-08 07:54:21,10,0.12163852813852813,0.12163852813852813,0.12163852813852813,0.12163852813852813,0.12163852813852813,0.12163852813852813,0.12163852813852813,8.514696969696969
33,2017-06-09 08:04:11,10,0.0879436507936508,0.0879436507936508,0.0879436507936508,0.0879436507936508,4.3971825396825395,0.0879436507936508,0.0879436507936508,6.156055555555556
34,2017-06-09 23:20:03,10,0.12285823754789275,9.82865900383142,0.12285823754789275,0.12285823754789275,0.12285823754789275,0.12285823754789275,0.12285823754789275,0.12285823754789275
35,2017-06-11 01:08:57,10,0.16096475208640162,14.486827687776145,0.16096475208640162,0.16096475208640162,0.16096475208640162,0.16096475208640162,0.16096475208640162,0.16096475208640162
